"trainer/global_step","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - training_batch_wer","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - training_batch_wer__MIN","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - training_batch_wer__MAX","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - _step","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - _step__MIN","canary-finetune_SA_SP_lillelyd_cv-4_27652665 - _step__MAX"
"376","0","0","0","2378","2378","2378"
"377","0","0","0","2379","2379","2379"
"378","0.00826446246355772","0.00826446246355772","0.00826446246355772","2380","2380","2380"
"379","0.010526316240429878","0.010526316240429878","0.010526316240429878","2381","2381","2381"
"380","0","0","0","2382","2382","2382"
"381","0.01568627543747425","0.01568627543747425","0.01568627543747425","2383","2383","2383"
"382","0.019305018708109856","0.019305018708109856","0.019305018708109856","2384","2384","2384"
"383","0","0","0","2385","2385","2385"
"384","0","0","0","2386","2386","2386"
"385","0","0","0","2387","2387","2387"
"386","0","0","0","2388","2388","2388"
"387","0.0035335689317435026","0.0035335689317435026","0.0035335689317435026","2389","2389","2389"
"388","0","0","0","2390","2390","2390"
"389","0","0","0","2391","2391","2391"
"390","0","0","0","2392","2392","2392"
"391","0","0","0","2547","2547","2547"
"392","0.003968254197388887","0.003968254197388887","0.003968254197388887","2548","2548","2548"
"393","0.02473498322069645","0.02473498322069645","0.02473498322069645","2549","2549","2549"
"394","0","0","0","2550","2550","2550"
"395","0","0","0","2551","2551","2551"
"396","0.04029304161667824","0.04029304161667824","0.04029304161667824","2552","2552","2552"
"397","0.024822695180773735","0.024822695180773735","0.024822695180773735","2553","2553","2553"
"398","0","0","0","2554","2554","2554"
"399","0","0","0","2555","2555","2555"
"400","0.017605634406208992","0.017605634406208992","0.017605634406208992","2556","2556","2556"
"401","0.014035088010132313","0.014035088010132313","0.014035088010132313","2557","2557","2557"
"402","0.04032257944345474","0.04032257944345474","0.04032257944345474","2558","2558","2558"
"403","0","0","0","2559","2559","2559"
"404","0.024822695180773735","0.024822695180773735","0.024822695180773735","2560","2560","2560"
"405","0","0","0","2561","2561","2561"
"406","0","0","0","2562","2562","2562"
"407","0.031578946858644485","0.031578946858644485","0.031578946858644485","2563","2563","2563"
"408","0","0","0","2564","2564","2564"
"409","0.019607843831181526","0.019607843831181526","0.019607843831181526","2565","2565","2565"
"410","0","0","0","2566","2566","2566"
"411","0","0","0","2567","2567","2567"
"412","0","0","0","2568","2568","2568"
"413","0","0","0","2569","2569","2569"
"414","0","0","0","2570","2570","2570"
"415","0.0035335689317435026","0.0035335689317435026","0.0035335689317435026","2571","2571","2571"
"416","0.003816793905571103","0.003816793905571103","0.003816793905571103","2572","2572","2572"
"417","0","0","0","2573","2573","2573"
"418","0.017667844891548157","0.017667844891548157","0.017667844891548157","2574","2574","2574"
"419","0","0","0","2729","2729","2729"
"420","0","0","0","2730","2730","2730"
"421","0","0","0","2731","2731","2731"
"422","0","0","0","2732","2732","2732"
"423","0.016260161995887756","0.016260161995887756","0.016260161995887756","2733","2733","2733"
"424","0.05860805884003639","0.05860805884003639","0.05860805884003639","2734","2734","2734"
"425","0","0","0","2735","2735","2735"
"426","0","0","0","2736","2736","2736"
"427","0","0","0","2737","2737","2737"
"428","0.01056338008493185","0.01056338008493185","0.01056338008493185","2738","2738","2738"
"429","0","0","0","2739","2739","2739"
"430","0.032258063554763794","0.032258063554763794","0.032258063554763794","2740","2740","2740"
"431","0.003759398590773344","0.003759398590773344","0.003759398590773344","2741","2741","2741"
"432","0.010638297535479069","0.010638297535479069","0.010638297535479069","2742","2742","2742"
"433","0","0","0","2743","2743","2743"
"434","0.041322313249111176","0.041322313249111176","0.041322313249111176","2744","2744","2744"
"435","0","0","0","2745","2745","2745"
"436","0","0","0","2746","2746","2746"
"437","0","0","0","2747","2747","2747"
"438","0","0","0","2748","2748","2748"
"439","0","0","0","2749","2749","2749"
"440","0","0","0","2750","2750","2750"
"441","0","0","0","2751","2751","2751"
"442","0","0","0","2752","2752","2752"
"443","0","0","0","2753","2753","2753"
"444","0.003816793905571103","0.003816793905571103","0.003816793905571103","2754","2754","2754"
"445","0.003968254197388887","0.003968254197388887","0.003968254197388887","2755","2755","2755"
"446","0.03180212154984474","0.03180212154984474","0.03180212154984474","2756","2756","2756"
"447","0","0","0","2911","2911","2911"
"448","0","0","0","2912","2912","2912"
"449","0","0","0","2913","2913","2913"
"450","0","0","0","2914","2914","2914"
"451","0.016260161995887756","0.016260161995887756","0.016260161995887756","2915","2915","2915"
"452","0","0","0","2916","2916","2916"
"453","0","0","0","2917","2917","2917"
"454","0","0","0","2918","2918","2918"
"455","0","0","0","2919","2919","2919"
"456","0.0211267601698637","0.0211267601698637","0.0211267601698637","2920","2920","2920"
"457","0","0","0","2921","2921","2921"
"458","0.02822580561041832","0.02822580561041832","0.02822580561041832","2922","2922","2922"
"459","0.003759398590773344","0.003759398590773344","0.003759398590773344","2923","2923","2923"
"460","0.007092198356986046","0.007092198356986046","0.007092198356986046","2924","2924","2924"
"461","0","0","0","2925","2925","2925"
"462","0","0","0","2926","2926","2926"
"463","0","0","0","2927","2927","2927"
"464","0","0","0","2928","2928","2928"
"465","0.027450980618596077","0.027450980618596077","0.027450980618596077","2929","2929","2929"
"466","0","0","0","2930","2930","2930"
"467","0","0","0","2931","2931","2931"
"468","0.003610108280554414","0.003610108280554414","0.003610108280554414","2932","2932","2932"
"469","0","0","0","2933","2933","2933"
"470","0","0","0","2934","2934","2934"
"471","0","0","0","2935","2935","2935"
"472","0.003816793905571103","0.003816793905571103","0.003816793905571103","2936","2936","2936"
"473","0.02380952425301075","0.02380952425301075","0.02380952425301075","2937","2937","2937"
"474","0","0","0","2938","2938","2938"
"475","0","0","0","3093","3093","3093"
"476","0","0","0","3094","3094","3094"
"477","0","0","0","3095","3095","3095"
"478","0","0","0","3096","3096","3096"
"479","0.004065040498971939","0.004065040498971939","0.004065040498971939","3097","3097","3097"
"480","0.021978022530674934","0.021978022530674934","0.021978022530674934","3098","3098","3098"
"481","0.01773049682378769","0.01773049682378769","0.01773049682378769","3099","3099","3099"
"482","0.02247191034257412","0.02247191034257412","0.02247191034257412","3100","3100","3100"
"483","0","0","0","3101","3101","3101"
"484","0.0211267601698637","0.0211267601698637","0.0211267601698637","3102","3102","3102"
"485","0","0","0","3103","3103","3103"
"486","0","0","0","3104","3104","3104"
"487","0","0","0","3105","3105","3105"
"488","0","0","0","3106","3106","3106"
"489","0","0","0","3107","3107","3107"
"490","0","0","0","3108","3108","3108"
"491","0","0","0","3109","3109","3109"
"492","0","0","0","3110","3110","3110"
"493","0","0","0","3111","3111","3111"
"494","0","0","0","3112","3112","3112"
"495","0","0","0","3113","3113","3113"
"496","0","0","0","3114","3114","3114"
"497","0","0","0","3115","3115","3115"
"498","0","0","0","3116","3116","3116"
"499","0","0","0","3117","3117","3117"
"500","0.003816793905571103","0.003816793905571103","0.003816793905571103","3118","3118","3118"
"501","0","0","0","3119","3119","3119"
"502","0","0","0","3120","3120","3120"
"503","0","0","0","3275","3275","3275"
"504","0","0","0","3276","3276","3276"
"505","0","0","0","3277","3277","3277"
"506","0","0","0","3278","3278","3278"
"507","0.024390242993831635","0.024390242993831635","0.024390242993831635","3279","3279","3279"
"508","0","0","0","3280","3280","3280"
"509","0","0","0","3281","3281","3281"
"510","0","0","0","3282","3282","3282"
"511","0","0","0","3283","3283","3283"
"512","0","0","0","3284","3284","3284"
"513","0","0","0","3285","3285","3285"
"514","0","0","0","3286","3286","3286"
"515","0","0","0","3287","3287","3287"
"516","0","0","0","3288","3288","3288"
"517","0","0","0","3289","3289","3289"
"518","0","0","0","3290","3290","3290"
"519","0","0","0","3291","3291","3291"
"520","0","0","0","3292","3292","3292"
"521","0","0","0","3293","3293","3293"
"522","0.050193049013614655","0.050193049013614655","0.050193049013614655","3294","3294","3294"
"523","0","0","0","3295","3295","3295"
"524","0","0","0","3296","3296","3296"
"525","0","0","0","3297","3297","3297"
"526","0.02867383509874344","0.02867383509874344","0.02867383509874344","3298","3298","3298"
"527","0.0035335689317435026","0.0035335689317435026","0.0035335689317435026","3299","3299","3299"
"528","0","0","0","3300","3300","3300"
"529","0","0","0","3301","3301","3301"
"530","0","0","0","3302","3302","3302"
"531","0","0","0","3457","3457","3457"
"532","0.011904762126505375","0.011904762126505375","0.011904762126505375","3458","3458","3458"
"533","0.04593639448285103","0.04593639448285103","0.04593639448285103","3459","3459","3459"
"534","0","0","0","3460","3460","3460"
"535","0.004065040498971939","0.004065040498971939","0.004065040498971939","3461","3461","3461"
"536","0.03663003817200661","0.03663003817200661","0.03663003817200661","3462","3462","3462"
"537","0.010638297535479069","0.010638297535479069","0.010638297535479069","3463","3463","3463"
"538","0","0","0","3464","3464","3464"
"539","0","0","0","3465","3465","3465"
"540","0.035211268812417984","0.035211268812417984","0.035211268812417984","3466","3466","3466"
"541","0","0","0","3467","3467","3467"
"542","0","0","0","3468","3468","3468"
"543","0","0","0","3469","3469","3469"
"544","0","0","0","3470","3470","3470"
"545","0","0","0","3471","3471","3471"
"546","0","0","0","3472","3472","3472"
"547","0","0","0","3473","3473","3473"
"548","0","0","0","3474","3474","3474"
"549","0","0","0","3475","3475","3475"
"550","0.023166023194789886","0.023166023194789886","0.023166023194789886","3476","3476","3476"
"551","0","0","0","3477","3477","3477"
"552","0.036101084202528","0.036101084202528","0.036101084202528","3478","3478","3478"
"553","0","0","0","3479","3479","3479"
"554","0.00716845877468586","0.00716845877468586","0.00716845877468586","3480","3480","3480"
"555","0","0","0","3481","3481","3481"
"556","0.003816793905571103","0.003816793905571103","0.003816793905571103","3482","3482","3482"
"557","0","0","0","3483","3483","3483"
"558","0","0","0","3484","3484","3484"
"559","0","0","0","3639","3639","3639"
"560","0","0","0","3640","3640","3640"
"561","0","0","0","3641","3641","3641"
"562","0","0","0","3642","3642","3642"
"563","0.004065040498971939","0.004065040498971939","0.004065040498971939","3643","3643","3643"
"564","0.06227106228470802","0.06227106228470802","0.06227106228470802","3644","3644","3644"
"565","0","0","0","3645","3645","3645"
"566","0","0","0","3646","3646","3646"
"567","0.008097166195511818","0.008097166195511818","0.008097166195511818","3647","3647","3647"
"568","0","0","0","3648","3648","3648"
"569","0","0","0","3649","3649","3649"
"570","0","0","0","3650","3650","3650"
"571","0","0","0","3651","3651","3651"
"572","0","0","0","3652","3652","3652"
"573","0","0","0","3653","3653","3653"
"574","0.00826446246355772","0.00826446246355772","0.00826446246355772","3654","3654","3654"
"575","0.014035088010132313","0.014035088010132313","0.014035088010132313","3655","3655","3655"
"576","0","0","0","3656","3656","3656"
"577","0","0","0","3657","3657","3657"
"578","0.03861003741621971","0.03861003741621971","0.03861003741621971","3658","3658","3658"
"579","0.039007093757390976","0.039007093757390976","0.039007093757390976","3659","3659","3659"
"580","0","0","0","3660","3660","3660"
"581","0","0","0","3661","3661","3661"
"582","0","0","0","3662","3662","3662"
"583","0","0","0","3663","3663","3663"
"584","0","0","0","3664","3664","3664"
"585","0","0","0","3665","3665","3665"
"586","0","0","0","3666","3666","3666"
"587","0","0","0","3821","3821","3821"
"588","0","0","0","3822","3822","3822"
"589","0.010600706562399864","0.010600706562399864","0.010600706562399864","3823","3823","3823"
"590","0","0","0","3824","3824","3824"
"591","0","0","0","3825","3825","3825"
"592","0","0","0","3826","3826","3826"
"593","0","0","0","3827","3827","3827"
"594","0.00374531839042902","0.00374531839042902","0.00374531839042902","3828","3828","3828"
"595","0","0","0","3829","3829","3829"
"596","0","0","0","3830","3830","3830"
"597","0","0","0","3831","3831","3831"
"598","0","0","0","3832","3832","3832"
"599","0","0","0","3833","3833","3833"
"600","0","0","0","3834","3834","3834"
"601","0","0","0","3835","3835","3835"
"602","0","0","0","3836","3836","3836"
"603","0","0","0","3837","3837","3837"
"604","0","0","0","3838","3838","3838"
"605","0","0","0","3839","3839","3839"
"606","0","0","0","3840","3840","3840"
"607","0","0","0","3841","3841","3841"
"608","0","0","0","3842","3842","3842"
"609","0","0","0","3843","3843","3843"
"610","0","0","0","3844","3844","3844"
"611","0","0","0","3845","3845","3845"
"612","0","0","0","3846","3846","3846"
"613","0","0","0","3847","3847","3847"
"614","0","0","0","3848","3848","3848"
"615","0","0","0","4003","4003","4003"
"616","0","0","0","4004","4004","4004"
"617","0","0","0","4005","4005","4005"
"618","0","0","0","4006","4006","4006"
"619","0","0","0","4007","4007","4007"
"620","0","0","0","4008","4008","4008"
"621","0","0","0","4009","4009","4009"
"622","0","0","0","4010","4010","4010"
"623","0.04048582911491394","0.04048582911491394","0.04048582911491394","4011","4011","4011"
"624","0.0211267601698637","0.0211267601698637","0.0211267601698637","4012","4012","4012"
"625","0","0","0","4013","4013","4013"
"626","0","0","0","4014","4014","4014"
"627","0.03759398311376572","0.03759398311376572","0.03759398311376572","4015","4015","4015"
"628","0","0","0","4016","4016","4016"
"629","0","0","0","4017","4017","4017"
"630","0","0","0","4018","4018","4018"
"631","0","0","0","4019","4019","4019"
"632","0","0","0","4020","4020","4020"
"633","0","0","0","4021","4021","4021"
"634","0","0","0","4022","4022","4022"
"635","0","0","0","4023","4023","4023"
"636","0","0","0","4024","4024","4024"
"637","0","0","0","4025","4025","4025"
"638","0","0","0","4026","4026","4026"
"639","0","0","0","4027","4027","4027"
"640","0","0","0","4028","4028","4028"
"641","0","0","0","4029","4029","4029"
"642","0.03180212154984474","0.03180212154984474","0.03180212154984474","4030","4030","4030"
"643","0","0","0","4185","4185","4185"
"644","0","0","0","4186","4186","4186"
"645","0","0","0","4187","4187","4187"
"646","0.021352313458919525","0.021352313458919525","0.021352313458919525","4188","4188","4188"
"647","0","0","0","4189","4189","4189"
"648","0.05860805884003639","0.05860805884003639","0.05860805884003639","4190","4190","4190"
"649","0","0","0","4191","4191","4191"
"650","0.02247191034257412","0.02247191034257412","0.02247191034257412","4192","4192","4192"
"651","0","0","0","4193","4193","4193"
"652","0","0","0","4194","4194","4194"
"653","0","0","0","4195","4195","4195"
"654","0","0","0","4196","4196","4196"
"655","0","0","0","4197","4197","4197"
"656","0","0","0","4198","4198","4198"
"657","0","0","0","4199","4199","4199"
"658","0","0","0","4200","4200","4200"
"659","0","0","0","4201","4201","4201"
"660","0","0","0","4202","4202","4202"
"661","0","0","0","4203","4203","4203"
"662","0","0","0","4204","4204","4204"
"663","0","0","0","4205","4205","4205"
"664","0","0","0","4206","4206","4206"
"665","0.016393441706895828","0.016393441706895828","0.016393441706895828","4207","4207","4207"
"666","0","0","0","4208","4208","4208"
"667","0","0","0","4209","4209","4209"
"668","0","0","0","4210","4210","4210"
"669","0","0","0","4211","4211","4211"
"670","0","0","0","4212","4212","4212"
"671","0","0","0","4367","4367","4367"
"672","0","0","0","4368","4368","4368"
"673","0.04593639448285103","0.04593639448285103","0.04593639448285103","4369","4369","4369"
"674","0","0","0","4370","4370","4370"
